1,133,8
1,720,6
1,971,10
1,1095,7
1,1616,10
1,1978,7
1,2145,8
1,2211,8
1,3751,7
1,4062,3
1,4633,10
1,4842,5
1,6518,6
1,7576,8
1,7724,7
1,8305,10
1,8923,9
1,9345,10
1,9729,10
1,10148,10
1,10811,7
1,11671,5
1,11747,7
1,12638,4
1,13210,10
1,13895,5
1,14205,1
1,14604,10
1,14985,10
1,15123,9
1,15408,4
1,15530,6
1,16480,6
1,18032,10
1,18287,10
1,18345,10
1,18444,8
1,18562,8
1,18878,4
1,19006,10
1,19231,5
1,19727,10
1,20253,6
1,20737,8
1,21184,6
1,21256,10
1,21642,6
1,22319,10
1,22543,4
1,22691,1
1,22853,9
1,22915,10
1,23036,2
1,23495,5
1,23499,4
1,24188,1
1,24294,10
1,24683,10
1,25731,6
1,26084,10
1,26236,7
1,26274,1
1,30417,5
1,32136,9
1,32953,8
1,33171,6
1,33205,8
1,33960,10
1,34358,6
1,34406,10
1,35647,10
1,35707,1
1,36750,2
1,37184,9
1,37773,10
1,38181,9
1,38356,10
1,38444,6
1,38648,4
1,38868,7
1,39095,7
1,39414,10
1,39520,1
1,39681,7
1,40322,1
1,40377,10
1,40888,4
1,41492,3
1,41925,6
1,43407,7
1,43836,10
1,44077,7
1,44510,7
1,44877,1
1,47314,10
1,48470,8
1,48734,8
1,49038,9
1,49129,7
1,49253,1
1,49466,10
1,50408,9
1,50688,7
1,51345,1
1,51399,7
1,51524,6
1,51913,9
1,53107,5
1,53456,7
1,53933,10
1,54380,7
1,54481,3
1,54929,10
1,56397,7
1,56792,9
1,57008,3
1,57443,6
1,57839,8
1,58367,9
1,58839,7
1,59161,8
1,60741,7
1,61157,10
1,61221,4
1,62095,8
1,63063,10
1,64257,10
1,64272,6
1,65113,5
1,65602,10
1,66048,4
1,67003,5
1,68076,3
1,69000,1
1,69710,3
1,69882,10
1,70694,8
1,71042,5
1,71594,2
1,72324,8
1,73281,10
1,73318,8
1,73346,7
1,73611,10
1,75050,10
1,75243,10
1,76195,7
1,78232,9
1,79237,8
1,79281,1
1,80005,8
1,80463,9
1,80672,9
1,80880,4
1,81703,8
1,82536,1
1,82828,6
1,83601,5
1,83622,10
1,83855,7
1,84058,5
1,84403,7
1,84587,8
1,87068,10
1,87266,3
1,88118,7
1,88179,10
1,88886,10
1,88892,9
1,89477,3
1,89796,5
1,91098,9
1,91102,10
1,91127,5
1,91205,5
1,91208,6
1,92764,2
1,93105,10
1,93385,8
1,93887,6
1,94117,7
1,94797,7
1,94833,6
1,94997,8
1,96390,1
1,96734,2
1,96985,1
1,97111,1
1,97523,8
1,97655,10
1,98131,2
1,98556,10
1,98658,2
1,98715,9
1,99285,8
1,99951,8
1,100402,1
1,102337,7
1,103168,3
1,103267,4
1,104382,9
1,104944,7
1,105618,4
1,105720,10
1,106616,9
1,108451,8
1,109117,6
1,111084,5
1,111283,7
1,111862,7
1,113261,5
1,113740,9
1,113916,10
1,114335,1
1,114613,1
1,114968,7
1,115518,9
1,115675,9
1,116926,10
1,117041,8
1,117248,3
1,120342,10
1,120458,2
1,120573,8
1,120657,7
1,121003,4
1,121116,7
1,121859,10
1,124142,8
1,124505,4
1,125537,5
1,125864,8
1,126145,8
1,126383,7
1,127833,10
1,128314,6
1,128412,4
1,128903,3
1,130728,3
1,130970,10
1,131629,8
1,131669,10
1,132325,7
1,132680,7
1,133714,8
1,133791,8
1,135367,8
1,135399,2
1,136139,7
1,136281,8
1,137045,5
1,138830,10
1,138928,2
1,139253,2
1,139694,1
1,140110,6
1,140246,10
1,140278,2
1,143062,8
1,144218,10
1,144414,2
1,144572,6
1,144631,7
1,144688,9
1,145007,8
1,145009,5
1,145234,1
1,148968,6
1,149161,2
1,149749,5
1,150003,3
1,150020,7
1,150113,5
1,151254,7
1,151618,1
1,152830,7
1,153202,4
1,153766,10
1,153876,4
1,155084,8
1,155406,3
1,156905,5
1,158239,3
1,158548,10
1,158612,5
1,162993,7
1,163943,4
1,164139,8
1,165066,4
1,165458,1
1,167479,7
1,167568,5
1,167648,7
1,167730,4
1,169128,1
1,169906,2
1,171426,7
1,171583,10
1,173384,9
1,173584,10
1,174549,7
1,174760,3
1,175701,8
1,178540,10
1,179897,10
1,180276,7
1,180465,1
1,180712,8
1,180842,5
1,181158,1
1,181216,7
1,182354,9
1,184705,4
1,185095,7
1,186674,4
1,188352,10
1,189325,1
1,193088,5
1,193197,3
1,193687,9
1,196366,8
1,196662,4
1,199238,1
1,200072,7
1,201108,7
1,201897,10
1,202155,5
1,203152,2
1,203712,10
1,203894,5
1,204088,7
1,205811,7
1,207827,10
1,208748,6
1,209752,5
1,209863,6
1,211305,9
1,212503,7
1,213126,8
1,213358,8
1,213951,10
1,215703,1
1,216793,5
1,217431,7
1,219692,1
2,133,10
2,4340,8
2,4672,10
2,5577,10
2,7006,10
2,12038,10
2,12243,10
2,16610,9
2,17204,10
2,20565,8
2,20727,8
2,20737,8
2,22957,7
2,23022,8
2,25083,10
2,26094,6
2,26640,7
2,31625,9
2,31847,10
2,34568,8
2,35647,10
2,38594,10
2,40167,6
2,40377,10
2,41492,9
2,43407,6
2,43970,10
2,47884,9
2,47936,9
2,50147,9
2,52187,9
2,55238,10
2,56889,10
2,57473,10
2,62064,10
2,64353,9
2,66048,5
2,70118,10
2,71042,7
2,77054,1
2,78864,10
2,79507,10
2,79965,9
2,82946,10
2,85264,10
2,86132,5
2,87945,8
2,88419,8
2,91208,8
2,93893,9
2,103607,1
2,104912,1
2,105269,10
2,110261,8
2,115212,8
2,117041,8
2,117149,10
2,118544,5
2,119447,10
2,121859,10
2,122382,8
2,129450,5
2,132647,9
2,134835,10
2,135394,4
2,136180,10
2,136665,3
2,137095,8
2,143604,8
2,144218,10
2,146508,10
2,146848,8
2,147784,8
2,149161,3
2,151118,10
2,166623,6
2,169516,6
2,171777,10
2,172906,10
2,173004,6
2,182243,9
2,192666,1
2,193148,7
2,193687,7
2,194553,6
2,195521,4
2,196265,9
2,202483,10
2,203691,9
2,205930,10
2,207511,6
2,207798,10
2,211588,4
2,211736,9
2,217639,10
2,218011,4
2,220059,10
3,13895,5
3,15530,7
3,25083,10
3,31625,7
3,86777,7
3,93172,9
3,93385,9
3,93891,10
3,105720,10
3,110097,8
3,117041,8
3,121859,5
3,129661,6
3,130815,10
3,132449,8
3,132880,4
3,134187,5
3,151021,1
3,151785,7
3,194553,7
4,6269,9
4,6437,8
4,6499,10
4,7724,7
4,7964,10
4,9287,8
4,11878,10
4,12513,10
4,15562,8
4,16357,10
4,18534,10
4,27357,10
4,28524,10
4,33084,9
4,33786,7
4,34641,7
4,40783,7
4,41460,4
4,45992,8
4,47311,2
4,52830,10
4,54106,9
4,56037,3
4,56339,7
4,60048,7
4,60679,10
4,63462,9
4,65026,7
4,65602,10
4,68206,8
4,68570,5
4,72461,8
4,76505,8
4,77006,5
4,79224,6
4,82742,7
4,83601,5
4,83773,6
4,85939,7
4,86665,4
4,86688,7
4,89855,5
4,91550,10
4,96803,3
4,97582,10
4,98678,10
4,103076,4
4,107417,8
4,107776,7
4,108242,2
4,108584,10
4,116884,8
4,118492,7
4,118631,7
4,119103,2
4,119569,9
4,122500,3
4,125854,2
4,128158,9
4,131427,5
4,132695,10
4,136297,10
4,138764,6
4,143717,10
4,144501,2
4,147110,5
4,150930,6
4,152029,9
4,152788,6
4,158872,2
4,160863,6
4,161157,4
4,162148,4
4,167396,1
4,170935,10
4,172243,10
4,173534,6
4,174211,10
4,177012,9
4,177415,3
4,177521,4
4,178045,5
4,179553,6
4,180246,3
4,180402,1
4,181472,6
4,182183,1
4,185310,8
4,192791,9
4,196605,7
4,201890,9
4,205059,7
4,206461,5
4,207661,9
4,208363,6
4,208516,7
4,209192,8
4,212452,7
4,213066,5
4,216605,6
4,218779,10
5,907,8
5,1339,10
5,2127,8
5,3015,10
5,3132,10
5,9680,7
5,12107,10
5,12795,9
5,15406,7
5,15530,9
5,17811,10
5,18074,10
5,18227,10
5,20397,10
5,23486,10
5,23576,5
5,24309,10
5,24973,10
5,25083,10
5,26414,10
5,27457,10
5,27960,10
5,30030,6
5,30404,10
5,31944,8
5,33006,9
5,35647,10
5,36134,10
5,48463,6
5,54380,7
5,55528,4
5,56278,1
5,59318,10
5,63257,10
5,63902,8
5,65415,10
5,72777,10
5,74829,10
5,75807,10
5,79434,8
5,81355,1
5,83273,5
5,85553,10
5,87789,10
5,87945,9
5,91366,10
5,93172,8
5,93891,10
5,94074,9
5,96290,10
5,97315,9
5,100825,10
5,100855,10
5,102138,7
5,102366,10
5,108158,5
5,108725,10
5,113916,10
5,116130,10
5,117041,8
5,118275,10
5,121859,6
5,122775,10
5,124094,7
5,124509,10
5,126173,10
5,126924,8
5,126956,8
5,127341,10
5,128188,9
5,128325,9
5,130700,3
5,130815,10
5,132449,8
5,135266,10
5,140950,8
5,142334,9
5,143164,8
5,143604,8
5,145514,10
5,156148,10
5,160671,10
5,162736,10
5,162783,9
5,163100,4
5,164922,7
5,167991,10
5,169516,5
5,173483,8
5,173693,9
5,174982,3
5,175554,10
5,182649,10
5,184754,8
5,188927,7
5,193687,10
5,194553,7
5,194844,7
5,194948,6
5,200911,5
5,203669,10
5,205930,10
5,208304,7
5,210738,3
5,210831,7
6,328,5
6,10762,7
6,12513,10
6,13529,7
6,13705,8
6,13970,10
6,18725,10
6,19471,6
6,19795,5
6,25013,10
6,25430,6
6,26911,9
6,32643,7
6,33786,5
6,38224,1
6,39198,5
6,53388,3
6,54759,5
6,61156,10
6,62929,7
6,68989,6
6,71576,10
6,73289,9
6,74924,7
6,75451,3
6,75479,2
6,77775,9
6,79689,5
6,79839,8
6,80432,10
6,81056,4
6,83773,6
6,85913,5
6,87018,7
6,87485,6
6,89855,6
6,92538,2
6,94280,1
6,94975,9
6,96601,4
6,98522,1
6,100709,6
6,101003,8
6,102121,5
6,102297,8
6,102637,1
6,102721,5
6,104563,5
6,104573,6
6,105857,2
6,112404,7
6,113261,8
6,113542,9
6,113858,6
6,117696,9
6,120611,10
6,122476,6
6,123702,10
6,124263,7
6,131791,4
6,131915,6
6,132030,3
6,134344,7
6,143998,3
6,145890,2
6,148756,1
6,150020,7
6,150674,7
6,159440,7
6,159534,6
6,159680,10
6,160525,3
6,162309,5
6,170155,2
6,173322,7
6,176899,6
6,178722,3
6,179251,2
6,181381,1
6,185045,6
6,185538,6
6,190481,5
6,198424,2
6,201347,6
6,204154,7
6,204304,2
6,206136,2
6,206242,9
6,207945,1
6,208759,10
6,209054,2
6,210781,6
6,211390,5
6,216451,5
6,216605,3
6,217133,3
7,328,5
7,1029,5
7,2560,1
7,9260,5
7,11270,5
7,16147,5
7,20754,7
7,22319,10
7,24010,1
7,24294,9
7,24700,2
7,25504,8
7,29365,7
7,34553,10
7,38526,4
7,39811,7
7,41202,1
7,48656,5
7,53085,3
7,58473,1
7,62881,6
7,65401,10
7,68989,6
7,70037,1
7,73134,10
7,74603,10
7,79421,7
7,87069,1
7,88316,10
7,89548,4
7,92170,5
7,96930,4
7,98678,10
7,105772,3
7,106704,8
7,107283,8
7,109850,1
7,110327,8
7,112897,5
7,112944,5
7,113542,9
7,113853,7
7,114362,5
7,122500,10
7,122772,3
7,124039,4
7,126864,1
7,127024,3
7,137663,1
7,139114,7
7,139377,1
7,143651,10
7,145036,9
7,145664,1
7,146126,5
7,148991,1
7,152323,5
7,154965,1
7,155380,6
7,160452,1
7,160571,7
7,162768,1
7,165712,8
7,168687,8
7,173219,2
7,174106,1
7,182657,6
7,186068,1
7,187000,1
7,187676,6
7,189325,10
7,191987,6
7,192933,10
7,193629,1
7,197837,1
7,213803,7
7,216605,2
7,216660,4
7,217222,5
7,217597,2
7,218455,1
8,17981,2
8,22319,10
8,22701,2
8,24860,4
8,31648,10
8,33349,10
8,33396,10
8,50067,10
8,50303,1
8,65092,4
8,79151,10
8,96074,10
8,101602,8
8,102561,5
8,112192,2
8,117471,5
8,131867,10
8,133320,6
8,201018,2
8,210952,3
8,212950,10
9,55,5
9,57,3
9,88,10
9,145,7
9,153,1
9,160,5
9,297,9
9,361,6
9,374,4
9,417,4
9,422,7
9,466,3
9,531,8
9,538,10
9,679,3
9,802,6
9,855,5
9,856,8
9,975,1
9,1043,10
9,1057,1
9,1082,8
9,1169,7
9,1205,1
9,1211,9
9,1222,9
9,1228,8
9,1298,10
9,1315,9
9,1320,9
9,1508,1
9,1529,4
9,1575,10
9,1721,10
9,1772,6
9,1800,7
9,1948,1
9,2019,4
9,2020,8
9,2057,10
9,2077,4
9,2103,2
9,2111,8
9,2135,9
9,2177,8
9,2250,6
9,2257,1
9,2267,9
9,2294,5
9,2322,7
9,2348,10
9,2369,9
9,2383,7
9,2393,8
9,2411,5
9,2455,5
9,2524,5
9,2529,1
9,2576,1
9,2602,6
9,2616,6
9,2619,6
9,2808,5
9,2852,9
9,2900,3
9,2902,10
9,2906,3
9,2934,2
9,2935,5
9,2963,8
9,2972,6
9,3009,5
9,3099,10
9,3131,6
9,3154,6
9,3158,1
9,3160,6
9,3246,7
9,3248,5
9,3292,8
9,3406,2
9,3468,2
9,3469,6
9,3488,3
9,3541,3
9,3547,1
9,3548,8
9,3632,5
9,3637,7
9,3643,3
9,3745,2
9,3782,4
9,3784,1
9,3821,3
9,4004,9
9,4159,4
9,4247,10
9,4458,5
9,4468,8
9,4490,9
9,4500,3
9,4505,1
9,4579,8
9,4644,5
9,4676,7
9,4685,3
9,4870,3
9,4883,7
9,4909,2
9,4937,7
9,4946,1
9,4947,8
9,4986,5
9,5018,10
9,5036,7
9,5059,3
9,5073,4
9,5213,10
9,5288,5
9,5343,5
9,5355,6
9,5430,7
9,5439,3
9,5448,10
9,5452,1
9,5495,4
9,5552,1
9,5574,3
9,5614,8
9,5634,1
9,5715,10
9,5737,10
9,5836,1
9,5931,1
9,6101,10
9,6141,6
9,6146,10
9,6347,7
9,6415,9
9,6461,1
9,6480,8
9,6516,7
9,6676,2
9,6715,10
9,6754,9
9,6760,2
9,6797,5
9,6932,6
9,6934,2
9,6978,9
9,6998,1
9,7015,6
9,7037,2
9,7078,10
9,7105,4
9,7138,7
9,7153,1
9,7177,4
9,7179,10
9,7197,5
9,7276,4
9,7369,8
9,7387,10
9,7403,10
9,7414,10
9,7422,8
9,7487,8
9,7526,8
9,7572,2
9,7632,10
9,7675,5
9,7692,10
9,7728,1
9,7753,3
9,7831,3
9,7832,10
9,7866,10
9,7882,2
9,7975,10
9,8097,3
9,8106,10
9,8185,10
9,8210,10
9,8300,3
9,8329,8
9,8401,7
9,8518,9
9,8580,10
9,8596,7
9,8792,9
9,8820,5
9,8832,9
9,8844,4
9,8906,8
9,8958,2
9,8993,10
9,9008,8
9,9274,5
9,9352,7
9,9356,10
9,9487,8
9,9567,5
9,9587,5
9,9717,2
9,9855,10
9,9906,1
9,10047,5
9,10071,1
9,10140,9
9,10157,6
9,10165,8
9,10212,7
9,10231,10
9,10394,6
9,10408,7
9,10419,6
9,10504,10
9,10507,6
9,10508,7
9,10588,8
9,10730,3
9,10742,2
9,10766,10
9,10805,7
9,10893,10
9,10917,6
9,10938,1
9,10941,1
9,10947,1
9,10974,8
9,11031,10
9,11129,9
9,11140,10
9,11142,8
9,11203,1
9,11264,10
9,11265,9
9,11492,8
9,11497,1
9,11551,9
9,11556,8
9,11571,10
9,11637,8
9,11722,1
9,11773,9
9,11900,8
9,11950,10
9,12048,9
9,12112,3
9,12137,10
9,12160,7
9,12194,3
9,12298,9
9,12355,10
9,12389,1
9,12460,5
9,12493,2
9,12587,2
9,12629,10
9,12665,6
9,12678,7
9,12700,1
9,12913,6
9,12989,4
9,13053,8
9,13152,6
9,13188,1
9,13191,2
9,13193,9
9,13219,9
9,13250,10
9,13262,4
9,13311,1
9,13476,3
9,13520,1
9,13600,10
9,13621,8
9,13722,6
9,13735,8
9,13790,9
9,13798,8
9,13865,9
9,13873,9
9,13916,10
9,13929,5
9,13961,5
9,13982,9
9,14009,1
9,14077,9
9,14105,3
9,14121,8
9,14129,7
9,14143,7
9,14152,10
9,14190,5
9,14302,5
9,14414,5
9,14573,8
9,14607,2
9,14719,8
9,14728,10
9,14795,7
9,14808,8
9,14862,8
9,14865,6
9,14880,6
9,14910,7
9,14915,7
9,14959,3
9,14994,2
9,15006,7
9,15016,5
9,15093,5
9,15160,8
9,15255,5
9,15311,10
9,15357,7
9,15409,4
9,15416,10
9,15423,5
9,15479,10
9,15629,10
9,15641,10
9,15648,2
9,15668,5
9,15694,6
9,15757,10
9,15809,1
9,15869,10
9,15938,1
9,16058,10
9,16110,4
9,16128,3
9,16193,6
9,16199,1
9,16207,10
9,16221,10
9,16274,7
9,16305,10
9,16374,1
9,16378,7
9,16412,2
9,16460,1
9,16565,4
9,16582,9
9,16619,4
9,16700,1
9,16721,7
9,16726,8
9,16834,7
9,16891,10
9,16972,1
9,16989,5
9,17116,10
9,17171,8
9,17197,2
9,17239,10
9,17286,5
9,17319,10
9,17384,2
9,17409,7
9,17422,3
9,17448,6
9,17533,3
9,17548,7
9,17579,10
9,17633,8
9,17647,8
9,17674,1
9,17691,10
9,17722,2
9,17806,10
9,17807,10
9,17833,9
9,17877,5
9,17921,2
9,17970,7
9,18005,5
9,18037,5
9,18098,9
9,18151,7
9,18242,2
9,18257,10
9,18276,6
9,18297,6
9,18304,8
9,18314,7
9,18389,4
9,18452,5
9,18470,8
9,18576,7
9,18634,10
9,18675,9
9,18689,1
9,18719,4
9,18808,10
9,18928,1
9,18973,4
9,19044,2
9,19074,10
9,19130,1
9,19156,6
9,19193,6
9,19266,10
9,19277,5
9,19384,8
9,19503,4
9,19535,5
9,19563,6
9,19692,10
9,19733,9
9,19748,6
9,19790,4
9,19809,4
9,19835,9
9,19906,5
9,20023,6
